date,day,day_of_the_week,month,month_text,quarter,semester,year
12/07/2006,12,Wednesday,7,July,3,2,2006
13/07/2006,13,Thursday,7,July,3,2,2006
14/07/2006,14,Friday,7,July,3,2,2006
15/07/2006,15,Saturday,7,July,3,2,2006
16/07/2006,16,Sunday,7,July,3,2,2006
17/07/2006,17,Monday,7,July,3,2,2006
18/07/2006,18,Tuesday,7,July,3,2,2006
19/07/2006,19,Wednesday,7,July,3,2,2006
20/07/2006,20,Thursday,7,July,3,2,2006
21/07/2006,21,Friday,7,July,3,2,2006
22/07/2006,22,Saturday,7,July,3,2,2006
23/07/2006,23,Sunday,7,July,3,2,2006
24/07/2006,24,Monday,7,July,3,2,2006
25/07/2006,25,Tuesday,7,July,3,2,2006
26/07/2006,26,Wednesday,7,July,3,2,2006
27/07/2006,27,Thursday,7,July,3,2,2006
28/07/2006,28,Friday,7,July,3,2,2006
29/07/2006,29,Saturday,7,July,3,2,2006
30/07/2006,30,Sunday,7,July,3,2,2006
31/07/2006,31,Monday,7,July,3,2,2006
01/08/2006,1,Tuesday,8,August,3,2,2006
02/08/2006,2,Wednesday,8,August,3,2,2006
03/08/2006,3,Thursday,8,August,3,2,2006
04/08/2006,4,Friday,8,August,3,2,2006
05/08/2006,5,Saturday,8,August,3,2,2006
06/08/2006,6,Sunday,8,August,3,2,2006
07/08/2006,7,Monday,8,August,3,2,2006
08/08/2006,8,Tuesday,8,August,3,2,2006
09/08/2006,9,Wednesday,8,August,3,2,2006
10/08/2006,10,Thursday,8,August,3,2,2006
11/08/2006,11,Friday,8,August,3,2,2006
12/08/2006,12,Saturday,8,August,3,2,2006
13/08/2006,13,Sunday,8,August,3,2,2006
14/08/2006,14,Monday,8,August,3,2,2006
15/08/2006,15,Tuesday,8,August,3,2,2006
16/08/2006,16,Wednesday,8,August,3,2,2006
17/08/2006,17,Thursday,8,August,3,2,2006
18/08/2006,18,Friday,8,August,3,2,2006
19/08/2006,19,Saturday,8,August,3,2,2006
20/08/2006,20,Sunday,8,August,3,2,2006
21/08/2006,21,Monday,8,August,3,2,2006
22/08/2006,22,Tuesday,8,August,3,2,2006
23/08/2006,23,Wednesday,8,August,3,2,2006
24/08/2006,24,Thursday,8,August,3,2,2006
25/08/2006,25,Friday,8,August,3,2,2006
26/08/2006,26,Saturday,8,August,3,2,2006
27/08/2006,27,Sunday,8,August,3,2,2006
28/08/2006,28,Monday,8,August,3,2,2006
29/08/2006,29,Tuesday,8,August,3,2,2006
30/08/2006,30,Wednesday,8,August,3,2,2006
31/08/2006,31,Thursday,8,August,3,2,2006
01/09/2006,1,Friday,9,September,3,2,2006
02/09/2006,2,Saturday,9,September,3,2,2006
03/09/2006,3,Sunday,9,September,3,2,2006
04/09/2006,4,Monday,9,September,3,2,2006
05/09/2006,5,Tuesday,9,September,3,2,2006
06/09/2006,6,Wednesday,9,September,3,2,2006
07/09/2006,7,Thursday,9,September,3,2,2006
08/09/2006,8,Friday,9,September,3,2,2006
09/09/2006,9,Saturday,9,September,3,2,2006
10/09/2006,10,Sunday,9,September,3,2,2006
11/09/2006,11,Monday,9,September,3,2,2006
12/09/2006,12,Tuesday,9,September,3,2,2006
13/09/2006,13,Wednesday,9,September,3,2,2006
14/09/2006,14,Thursday,9,September,3,2,2006
15/09/2006,15,Friday,9,September,3,2,2006
16/09/2006,16,Saturday,9,September,3,2,2006
17/09/2006,17,Sunday,9,September,3,2,2006
18/09/2006,18,Monday,9,September,3,2,2006
19/09/2006,19,Tuesday,9,September,3,2,2006
20/09/2006,20,Wednesday,9,September,3,2,2006
21/09/2006,21,Thursday,9,September,3,2,2006
22/09/2006,22,Friday,9,September,3,2,2006
23/09/2006,23,Saturday,9,September,3,2,2006
24/09/2006,24,Sunday,9,September,3,2,2006
25/09/2006,25,Monday,9,September,3,2,2006
26/09/2006,26,Tuesday,9,September,3,2,2006
27/09/2006,27,Wednesday,9,September,3,2,2006
28/09/2006,28,Thursday,9,September,3,2,2006
29/09/2006,29,Friday,9,September,3,2,2006
30/09/2006,30,Saturday,9,September,3,2,2006
01/10/2006,1,Sunday,10,October,4,2,2006
02/10/2006,2,Monday,10,October,4,2,2006
03/10/2006,3,Tuesday,10,October,4,2,2006
04/10/2006,4,Wednesday,10,October,4,2,2006
05/10/2006,5,Thursday,10,October,4,2,2006
06/10/2006,6,Friday,10,October,4,2,2006
07/10/2006,7,Saturday,10,October,4,2,2006
08/10/2006,8,Sunday,10,October,4,2,2006
09/10/2006,9,Monday,10,October,4,2,2006
10/10/2006,10,Tuesday,10,October,4,2,2006
11/10/2006,11,Wednesday,10,October,4,2,2006
12/10/2006,12,Thursday,10,October,4,2,2006
13/10/2006,13,Friday,10,October,4,2,2006
14/10/2006,14,Saturday,10,October,4,2,2006
15/10/2006,15,Sunday,10,October,4,2,2006
16/10/2006,16,Monday,10,October,4,2,2006
17/10/2006,17,Tuesday,10,October,4,2,2006
18/10/2006,18,Wednesday,10,October,4,2,2006
19/10/2006,19,Thursday,10,October,4,2,2006
20/10/2006,20,Friday,10,October,4,2,2006
21/10/2006,21,Saturday,10,October,4,2,2006
22/10/2006,22,Sunday,10,October,4,2,2006
23/10/2006,23,Monday,10,October,4,2,2006
24/10/2006,24,Tuesday,10,October,4,2,2006
25/10/2006,25,Wednesday,10,October,4,2,2006
26/10/2006,26,Thursday,10,October,4,2,2006
27/10/2006,27,Friday,10,October,4,2,2006
28/10/2006,28,Saturday,10,October,4,2,2006
29/10/2006,29,Sunday,10,October,4,2,2006
30/10/2006,30,Monday,10,October,4,2,2006
31/10/2006,31,Tuesday,10,October,4,2,2006
01/11/2006,1,Wednesday,11,November,4,2,2006
02/11/2006,2,Thursday,11,November,4,2,2006
03/11/2006,3,Friday,11,November,4,2,2006
04/11/2006,4,Saturday,11,November,4,2,2006
05/11/2006,5,Sunday,11,November,4,2,2006
06/11/2006,6,Monday,11,November,4,2,2006
07/11/2006,7,Tuesday,11,November,4,2,2006
08/11/2006,8,Wednesday,11,November,4,2,2006
09/11/2006,9,Thursday,11,November,4,2,2006
10/11/2006,10,Friday,11,November,4,2,2006
11/11/2006,11,Saturday,11,November,4,2,2006
12/11/2006,12,Sunday,11,November,4,2,2006
13/11/2006,13,Monday,11,November,4,2,2006
14/11/2006,14,Tuesday,11,November,4,2,2006
15/11/2006,15,Wednesday,11,November,4,2,2006
16/11/2006,16,Thursday,11,November,4,2,2006
17/11/2006,17,Friday,11,November,4,2,2006
18/11/2006,18,Saturday,11,November,4,2,2006
19/11/2006,19,Sunday,11,November,4,2,2006
20/11/2006,20,Monday,11,November,4,2,2006
21/11/2006,21,Tuesday,11,November,4,2,2006
22/11/2006,22,Wednesday,11,November,4,2,2006
23/11/2006,23,Thursday,11,November,4,2,2006
24/11/2006,24,Friday,11,November,4,2,2006
25/11/2006,25,Saturday,11,November,4,2,2006
26/11/2006,26,Sunday,11,November,4,2,2006
27/11/2006,27,Monday,11,November,4,2,2006
28/11/2006,28,Tuesday,11,November,4,2,2006
29/11/2006,29,Wednesday,11,November,4,2,2006
30/11/2006,30,Thursday,11,November,4,2,2006
01/12/2006,1,Friday,12,December,4,2,2006
02/12/2006,2,Saturday,12,December,4,2,2006
03/12/2006,3,Sunday,12,December,4,2,2006
04/12/2006,4,Monday,12,December,4,2,2006
05/12/2006,5,Tuesday,12,December,4,2,2006
06/12/2006,6,Wednesday,12,December,4,2,2006
07/12/2006,7,Thursday,12,December,4,2,2006
08/12/2006,8,Friday,12,December,4,2,2006
09/12/2006,9,Saturday,12,December,4,2,2006
10/12/2006,10,Sunday,12,December,4,2,2006
11/12/2006,11,Monday,12,December,4,2,2006
12/12/2006,12,Tuesday,12,December,4,2,2006
13/12/2006,13,Wednesday,12,December,4,2,2006
14/12/2006,14,Thursday,12,December,4,2,2006
15/12/2006,15,Friday,12,December,4,2,2006
16/12/2006,16,Saturday,12,December,4,2,2006
17/12/2006,17,Sunday,12,December,4,2,2006
18/12/2006,18,Monday,12,December,4,2,2006
19/12/2006,19,Tuesday,12,December,4,2,2006
20/12/2006,20,Wednesday,12,December,4,2,2006
21/12/2006,21,Thursday,12,December,4,2,2006
22/12/2006,22,Friday,12,December,4,2,2006
23/12/2006,23,Saturday,12,December,4,2,2006
24/12/2006,24,Sunday,12,December,4,2,2006
25/12/2006,25,Monday,12,December,4,2,2006
26/12/2006,26,Tuesday,12,December,4,2,2006
27/12/2006,27,Wednesday,12,December,4,2,2006
28/12/2006,28,Thursday,12,December,4,2,2006
29/12/2006,29,Friday,12,December,4,2,2006
30/12/2006,30,Saturday,12,December,4,2,2006
31/12/2006,31,Sunday,12,December,4,2,2006
01/01/2007,1,Monday,1,January,1,1,2007
02/01/2007,2,Tuesday,1,January,1,1,2007
03/01/2007,3,Wednesday,1,January,1,1,2007
04/01/2007,4,Thursday,1,January,1,1,2007
05/01/2007,5,Friday,1,January,1,1,2007
06/01/2007,6,Saturday,1,January,1,1,2007
07/01/2007,7,Sunday,1,January,1,1,2007
08/01/2007,8,Monday,1,January,1,1,2007
09/01/2007,9,Tuesday,1,January,1,1,2007
10/01/2007,10,Wednesday,1,January,1,1,2007
11/01/2007,11,Thursday,1,January,1,1,2007
12/01/2007,12,Friday,1,January,1,1,2007
13/01/2007,13,Saturday,1,January,1,1,2007
14/01/2007,14,Sunday,1,January,1,1,2007
15/01/2007,15,Monday,1,January,1,1,2007
16/01/2007,16,Tuesday,1,January,1,1,2007
17/01/2007,17,Wednesday,1,January,1,1,2007
18/01/2007,18,Thursday,1,January,1,1,2007
19/01/2007,19,Friday,1,January,1,1,2007
20/01/2007,20,Saturday,1,January,1,1,2007
21/01/2007,21,Sunday,1,January,1,1,2007
22/01/2007,22,Monday,1,January,1,1,2007
23/01/2007,23,Tuesday,1,January,1,1,2007
24/01/2007,24,Wednesday,1,January,1,1,2007
25/01/2007,25,Thursday,1,January,1,1,2007
26/01/2007,26,Friday,1,January,1,1,2007
27/01/2007,27,Saturday,1,January,1,1,2007
28/01/2007,28,Sunday,1,January,1,1,2007
29/01/2007,29,Monday,1,January,1,1,2007
30/01/2007,30,Tuesday,1,January,1,1,2007
31/01/2007,31,Wednesday,1,January,1,1,2007
01/02/2007,1,Thursday,2,February,1,1,2007
02/02/2007,2,Friday,2,February,1,1,2007
03/02/2007,3,Saturday,2,February,1,1,2007
04/02/2007,4,Sunday,2,February,1,1,2007
05/02/2007,5,Monday,2,February,1,1,2007
06/02/2007,6,Tuesday,2,February,1,1,2007
07/02/2007,7,Wednesday,2,February,1,1,2007
08/02/2007,8,Thursday,2,February,1,1,2007
09/02/2007,9,Friday,2,February,1,1,2007
10/02/2007,10,Saturday,2,February,1,1,2007
11/02/2007,11,Sunday,2,February,1,1,2007
12/02/2007,12,Monday,2,February,1,1,2007
13/02/2007,13,Tuesday,2,February,1,1,2007
14/02/2007,14,Wednesday,2,February,1,1,2007
15/02/2007,15,Thursday,2,February,1,1,2007
16/02/2007,16,Friday,2,February,1,1,2007
17/02/2007,17,Saturday,2,February,1,1,2007
18/02/2007,18,Sunday,2,February,1,1,2007
19/02/2007,19,Monday,2,February,1,1,2007
20/02/2007,20,Tuesday,2,February,1,1,2007
21/02/2007,21,Wednesday,2,February,1,1,2007
22/02/2007,22,Thursday,2,February,1,1,2007
23/02/2007,23,Friday,2,February,1,1,2007
24/02/2007,24,Saturday,2,February,1,1,2007
25/02/2007,25,Sunday,2,February,1,1,2007
26/02/2007,26,Monday,2,February,1,1,2007
27/02/2007,27,Tuesday,2,February,1,1,2007
28/02/2007,28,Wednesday,2,February,1,1,2007
01/03/2007,1,Thursday,3,March,1,1,2007
02/03/2007,2,Friday,3,March,1,1,2007
03/03/2007,3,Saturday,3,March,1,1,2007
04/03/2007,4,Sunday,3,March,1,1,2007
05/03/2007,5,Monday,3,March,1,1,2007
06/03/2007,6,Tuesday,3,March,1,1,2007
07/03/2007,7,Wednesday,3,March,1,1,2007
08/03/2007,8,Thursday,3,March,1,1,2007
09/03/2007,9,Friday,3,March,1,1,2007
10/03/2007,10,Saturday,3,March,1,1,2007
11/03/2007,11,Sunday,3,March,1,1,2007
12/03/2007,12,Monday,3,March,1,1,2007
13/03/2007,13,Tuesday,3,March,1,1,2007
14/03/2007,14,Wednesday,3,March,1,1,2007
15/03/2007,15,Thursday,3,March,1,1,2007
16/03/2007,16,Friday,3,March,1,1,2007
17/03/2007,17,Saturday,3,March,1,1,2007
18/03/2007,18,Sunday,3,March,1,1,2007
19/03/2007,19,Monday,3,March,1,1,2007
20/03/2007,20,Tuesday,3,March,1,1,2007
21/03/2007,21,Wednesday,3,March,1,1,2007
22/03/2007,22,Thursday,3,March,1,1,2007
23/03/2007,23,Friday,3,March,1,1,2007
24/03/2007,24,Saturday,3,March,1,1,2007
25/03/2007,25,Sunday,3,March,1,1,2007
26/03/2007,26,Monday,3,March,1,1,2007
27/03/2007,27,Tuesday,3,March,1,1,2007
28/03/2007,28,Wednesday,3,March,1,1,2007
29/03/2007,29,Thursday,3,March,1,1,2007
30/03/2007,30,Friday,3,March,1,1,2007
31/03/2007,31,Saturday,3,March,1,1,2007
01/04/2007,1,Sunday,4,April,2,1,2007
02/04/2007,2,Monday,4,April,2,1,2007
03/04/2007,3,Tuesday,4,April,2,1,2007
04/04/2007,4,Wednesday,4,April,2,1,2007
05/04/2007,5,Thursday,4,April,2,1,2007
06/04/2007,6,Friday,4,April,2,1,2007
07/04/2007,7,Saturday,4,April,2,1,2007
08/04/2007,8,Sunday,4,April,2,1,2007
09/04/2007,9,Monday,4,April,2,1,2007
10/04/2007,10,Tuesday,4,April,2,1,2007
11/04/2007,11,Wednesday,4,April,2,1,2007
12/04/2007,12,Thursday,4,April,2,1,2007
13/04/2007,13,Friday,4,April,2,1,2007
14/04/2007,14,Saturday,4,April,2,1,2007
15/04/2007,15,Sunday,4,April,2,1,2007
16/04/2007,16,Monday,4,April,2,1,2007
17/04/2007,17,Tuesday,4,April,2,1,2007
18/04/2007,18,Wednesday,4,April,2,1,2007
19/04/2007,19,Thursday,4,April,2,1,2007
20/04/2007,20,Friday,4,April,2,1,2007
21/04/2007,21,Saturday,4,April,2,1,2007
22/04/2007,22,Sunday,4,April,2,1,2007
23/04/2007,23,Monday,4,April,2,1,2007
24/04/2007,24,Tuesday,4,April,2,1,2007
25/04/2007,25,Wednesday,4,April,2,1,2007
26/04/2007,26,Thursday,4,April,2,1,2007
27/04/2007,27,Friday,4,April,2,1,2007
28/04/2007,28,Saturday,4,April,2,1,2007
29/04/2007,29,Sunday,4,April,2,1,2007
30/04/2007,30,Monday,4,April,2,1,2007
01/05/2007,1,Tuesday,5,May,2,1,2007
02/05/2007,2,Wednesday,5,May,2,1,2007
03/05/2007,3,Thursday,5,May,2,1,2007
04/05/2007,4,Friday,5,May,2,1,2007
05/05/2007,5,Saturday,5,May,2,1,2007
06/05/2007,6,Sunday,5,May,2,1,2007
07/05/2007,7,Monday,5,May,2,1,2007
08/05/2007,8,Tuesday,5,May,2,1,2007
09/05/2007,9,Wednesday,5,May,2,1,2007
10/05/2007,10,Thursday,5,May,2,1,2007
11/05/2007,11,Friday,5,May,2,1,2007
12/05/2007,12,Saturday,5,May,2,1,2007
13/05/2007,13,Sunday,5,May,2,1,2007
14/05/2007,14,Monday,5,May,2,1,2007
15/05/2007,15,Tuesday,5,May,2,1,2007
16/05/2007,16,Wednesday,5,May,2,1,2007
17/05/2007,17,Thursday,5,May,2,1,2007
18/05/2007,18,Friday,5,May,2,1,2007
19/05/2007,19,Saturday,5,May,2,1,2007
20/05/2007,20,Sunday,5,May,2,1,2007
21/05/2007,21,Monday,5,May,2,1,2007
22/05/2007,22,Tuesday,5,May,2,1,2007
23/05/2007,23,Wednesday,5,May,2,1,2007
24/05/2007,24,Thursday,5,May,2,1,2007
25/05/2007,25,Friday,5,May,2,1,2007
26/05/2007,26,Saturday,5,May,2,1,2007
27/05/2007,27,Sunday,5,May,2,1,2007
28/05/2007,28,Monday,5,May,2,1,2007
29/05/2007,29,Tuesday,5,May,2,1,2007
30/05/2007,30,Wednesday,5,May,2,1,2007
31/05/2007,31,Thursday,5,May,2,1,2007
01/06/2007,1,Friday,6,June,2,1,2007
02/06/2007,2,Saturday,6,June,2,1,2007
03/06/2007,3,Sunday,6,June,2,1,2007
04/06/2007,4,Monday,6,June,2,1,2007
05/06/2007,5,Tuesday,6,June,2,1,2007
06/06/2007,6,Wednesday,6,June,2,1,2007
07/06/2007,7,Thursday,6,June,2,1,2007
08/06/2007,8,Friday,6,June,2,1,2007
09/06/2007,9,Saturday,6,June,2,1,2007
10/06/2007,10,Sunday,6,June,2,1,2007
11/06/2007,11,Monday,6,June,2,1,2007
12/06/2007,12,Tuesday,6,June,2,1,2007
13/06/2007,13,Wednesday,6,June,2,1,2007
14/06/2007,14,Thursday,6,June,2,1,2007
15/06/2007,15,Friday,6,June,2,1,2007
16/06/2007,16,Saturday,6,June,2,1,2007
17/06/2007,17,Sunday,6,June,2,1,2007
18/06/2007,18,Monday,6,June,2,1,2007
19/06/2007,19,Tuesday,6,June,2,1,2007
20/06/2007,20,Wednesday,6,June,2,1,2007
21/06/2007,21,Thursday,6,June,2,1,2007
22/06/2007,22,Friday,6,June,2,1,2007
23/06/2007,23,Saturday,6,June,2,1,2007
24/06/2007,24,Sunday,6,June,2,1,2007
25/06/2007,25,Monday,6,June,2,1,2007
26/06/2007,26,Tuesday,6,June,2,1,2007
27/06/2007,27,Wednesday,6,June,2,1,2007
28/06/2007,28,Thursday,6,June,2,1,2007
29/06/2007,29,Friday,6,June,2,1,2007
30/06/2007,30,Saturday,6,June,2,1,2007
01/07/2007,1,Sunday,7,July,3,2,2007
02/07/2007,2,Monday,7,July,3,2,2007
03/07/2007,3,Tuesday,7,July,3,2,2007
04/07/2007,4,Wednesday,7,July,3,2,2007
05/07/2007,5,Thursday,7,July,3,2,2007
06/07/2007,6,Friday,7,July,3,2,2007
07/07/2007,7,Saturday,7,July,3,2,2007
08/07/2007,8,Sunday,7,July,3,2,2007
09/07/2007,9,Monday,7,July,3,2,2007
10/07/2007,10,Tuesday,7,July,3,2,2007
11/07/2007,11,Wednesday,7,July,3,2,2007
12/07/2007,12,Thursday,7,July,3,2,2007
13/07/2007,13,Friday,7,July,3,2,2007
14/07/2007,14,Saturday,7,July,3,2,2007
15/07/2007,15,Sunday,7,July,3,2,2007
16/07/2007,16,Monday,7,July,3,2,2007
17/07/2007,17,Tuesday,7,July,3,2,2007
18/07/2007,18,Wednesday,7,July,3,2,2007
19/07/2007,19,Thursday,7,July,3,2,2007
20/07/2007,20,Friday,7,July,3,2,2007
21/07/2007,21,Saturday,7,July,3,2,2007
22/07/2007,22,Sunday,7,July,3,2,2007
23/07/2007,23,Monday,7,July,3,2,2007
24/07/2007,24,Tuesday,7,July,3,2,2007
25/07/2007,25,Wednesday,7,July,3,2,2007
26/07/2007,26,Thursday,7,July,3,2,2007
27/07/2007,27,Friday,7,July,3,2,2007
28/07/2007,28,Saturday,7,July,3,2,2007
29/07/2007,29,Sunday,7,July,3,2,2007
30/07/2007,30,Monday,7,July,3,2,2007
31/07/2007,31,Tuesday,7,July,3,2,2007
01/08/2007,1,Wednesday,8,August,3,2,2007
02/08/2007,2,Thursday,8,August,3,2,2007
03/08/2007,3,Friday,8,August,3,2,2007
04/08/2007,4,Saturday,8,August,3,2,2007
05/08/2007,5,Sunday,8,August,3,2,2007
06/08/2007,6,Monday,8,August,3,2,2007
07/08/2007,7,Tuesday,8,August,3,2,2007
08/08/2007,8,Wednesday,8,August,3,2,2007
09/08/2007,9,Thursday,8,August,3,2,2007
10/08/2007,10,Friday,8,August,3,2,2007
11/08/2007,11,Saturday,8,August,3,2,2007
12/08/2007,12,Sunday,8,August,3,2,2007
13/08/2007,13,Monday,8,August,3,2,2007
14/08/2007,14,Tuesday,8,August,3,2,2007
15/08/2007,15,Wednesday,8,August,3,2,2007
16/08/2007,16,Thursday,8,August,3,2,2007
17/08/2007,17,Friday,8,August,3,2,2007
18/08/2007,18,Saturday,8,August,3,2,2007
19/08/2007,19,Sunday,8,August,3,2,2007
20/08/2007,20,Monday,8,August,3,2,2007
21/08/2007,21,Tuesday,8,August,3,2,2007
22/08/2007,22,Wednesday,8,August,3,2,2007
23/08/2007,23,Thursday,8,August,3,2,2007
24/08/2007,24,Friday,8,August,3,2,2007
25/08/2007,25,Saturday,8,August,3,2,2007
26/08/2007,26,Sunday,8,August,3,2,2007
27/08/2007,27,Monday,8,August,3,2,2007
28/08/2007,28,Tuesday,8,August,3,2,2007
29/08/2007,29,Wednesday,8,August,3,2,2007
30/08/2007,30,Thursday,8,August,3,2,2007
31/08/2007,31,Friday,8,August,3,2,2007
01/09/2007,1,Saturday,9,September,3,2,2007
02/09/2007,2,Sunday,9,September,3,2,2007
03/09/2007,3,Monday,9,September,3,2,2007
04/09/2007,4,Tuesday,9,September,3,2,2007
05/09/2007,5,Wednesday,9,September,3,2,2007
06/09/2007,6,Thursday,9,September,3,2,2007
07/09/2007,7,Friday,9,September,3,2,2007
08/09/2007,8,Saturday,9,September,3,2,2007
09/09/2007,9,Sunday,9,September,3,2,2007
10/09/2007,10,Monday,9,September,3,2,2007
11/09/2007,11,Tuesday,9,September,3,2,2007
12/09/2007,12,Wednesday,9,September,3,2,2007
13/09/2007,13,Thursday,9,September,3,2,2007
14/09/2007,14,Friday,9,September,3,2,2007
15/09/2007,15,Saturday,9,September,3,2,2007
16/09/2007,16,Sunday,9,September,3,2,2007
17/09/2007,17,Monday,9,September,3,2,2007
18/09/2007,18,Tuesday,9,September,3,2,2007
19/09/2007,19,Wednesday,9,September,3,2,2007
20/09/2007,20,Thursday,9,September,3,2,2007
21/09/2007,21,Friday,9,September,3,2,2007
22/09/2007,22,Saturday,9,September,3,2,2007
23/09/2007,23,Sunday,9,September,3,2,2007
24/09/2007,24,Monday,9,September,3,2,2007
25/09/2007,25,Tuesday,9,September,3,2,2007
26/09/2007,26,Wednesday,9,September,3,2,2007
27/09/2007,27,Thursday,9,September,3,2,2007
28/09/2007,28,Friday,9,September,3,2,2007
29/09/2007,29,Saturday,9,September,3,2,2007
30/09/2007,30,Sunday,9,September,3,2,2007
01/10/2007,1,Monday,10,October,4,2,2007
02/10/2007,2,Tuesday,10,October,4,2,2007
03/10/2007,3,Wednesday,10,October,4,2,2007
04/10/2007,4,Thursday,10,October,4,2,2007
05/10/2007,5,Friday,10,October,4,2,2007
06/10/2007,6,Saturday,10,October,4,2,2007
07/10/2007,7,Sunday,10,October,4,2,2007
08/10/2007,8,Monday,10,October,4,2,2007
09/10/2007,9,Tuesday,10,October,4,2,2007
10/10/2007,10,Wednesday,10,October,4,2,2007
11/10/2007,11,Thursday,10,October,4,2,2007
12/10/2007,12,Friday,10,October,4,2,2007
13/10/2007,13,Saturday,10,October,4,2,2007
14/10/2007,14,Sunday,10,October,4,2,2007
15/10/2007,15,Monday,10,October,4,2,2007
16/10/2007,16,Tuesday,10,October,4,2,2007
17/10/2007,17,Wednesday,10,October,4,2,2007
18/10/2007,18,Thursday,10,October,4,2,2007
19/10/2007,19,Friday,10,October,4,2,2007
20/10/2007,20,Saturday,10,October,4,2,2007
21/10/2007,21,Sunday,10,October,4,2,2007
22/10/2007,22,Monday,10,October,4,2,2007
23/10/2007,23,Tuesday,10,October,4,2,2007
24/10/2007,24,Wednesday,10,October,4,2,2007
25/10/2007,25,Thursday,10,October,4,2,2007
26/10/2007,26,Friday,10,October,4,2,2007
27/10/2007,27,Saturday,10,October,4,2,2007
28/10/2007,28,Sunday,10,October,4,2,2007
29/10/2007,29,Monday,10,October,4,2,2007
30/10/2007,30,Tuesday,10,October,4,2,2007
31/10/2007,31,Wednesday,10,October,4,2,2007
01/11/2007,1,Thursday,11,November,4,2,2007
02/11/2007,2,Friday,11,November,4,2,2007
03/11/2007,3,Saturday,11,November,4,2,2007
04/11/2007,4,Sunday,11,November,4,2,2007
05/11/2007,5,Monday,11,November,4,2,2007
06/11/2007,6,Tuesday,11,November,4,2,2007
07/11/2007,7,Wednesday,11,November,4,2,2007
08/11/2007,8,Thursday,11,November,4,2,2007
09/11/2007,9,Friday,11,November,4,2,2007
10/11/2007,10,Saturday,11,November,4,2,2007
11/11/2007,11,Sunday,11,November,4,2,2007
12/11/2007,12,Monday,11,November,4,2,2007
13/11/2007,13,Tuesday,11,November,4,2,2007
14/11/2007,14,Wednesday,11,November,4,2,2007
15/11/2007,15,Thursday,11,November,4,2,2007
16/11/2007,16,Friday,11,November,4,2,2007
17/11/2007,17,Saturday,11,November,4,2,2007
18/11/2007,18,Sunday,11,November,4,2,2007
19/11/2007,19,Monday,11,November,4,2,2007
20/11/2007,20,Tuesday,11,November,4,2,2007
21/11/2007,21,Wednesday,11,November,4,2,2007
22/11/2007,22,Thursday,11,November,4,2,2007
23/11/2007,23,Friday,11,November,4,2,2007
24/11/2007,24,Saturday,11,November,4,2,2007
25/11/2007,25,Sunday,11,November,4,2,2007
26/11/2007,26,Monday,11,November,4,2,2007
27/11/2007,27,Tuesday,11,November,4,2,2007
28/11/2007,28,Wednesday,11,November,4,2,2007
29/11/2007,29,Thursday,11,November,4,2,2007
30/11/2007,30,Friday,11,November,4,2,2007
01/12/2007,1,Saturday,12,December,4,2,2007
02/12/2007,2,Sunday,12,December,4,2,2007
03/12/2007,3,Monday,12,December,4,2,2007
04/12/2007,4,Tuesday,12,December,4,2,2007
05/12/2007,5,Wednesday,12,December,4,2,2007
06/12/2007,6,Thursday,12,December,4,2,2007
07/12/2007,7,Friday,12,December,4,2,2007
08/12/2007,8,Saturday,12,December,4,2,2007
09/12/2007,9,Sunday,12,December,4,2,2007
10/12/2007,10,Monday,12,December,4,2,2007
11/12/2007,11,Tuesday,12,December,4,2,2007
12/12/2007,12,Wednesday,12,December,4,2,2007
13/12/2007,13,Thursday,12,December,4,2,2007
14/12/2007,14,Friday,12,December,4,2,2007
15/12/2007,15,Saturday,12,December,4,2,2007
16/12/2007,16,Sunday,12,December,4,2,2007
17/12/2007,17,Monday,12,December,4,2,2007
18/12/2007,18,Tuesday,12,December,4,2,2007
19/12/2007,19,Wednesday,12,December,4,2,2007
20/12/2007,20,Thursday,12,December,4,2,2007
21/12/2007,21,Friday,12,December,4,2,2007
22/12/2007,22,Saturday,12,December,4,2,2007
23/12/2007,23,Sunday,12,December,4,2,2007
24/12/2007,24,Monday,12,December,4,2,2007
25/12/2007,25,Tuesday,12,December,4,2,2007
26/12/2007,26,Wednesday,12,December,4,2,2007
27/12/2007,27,Thursday,12,December,4,2,2007
28/12/2007,28,Friday,12,December,4,2,2007
29/12/2007,29,Saturday,12,December,4,2,2007
30/12/2007,30,Sunday,12,December,4,2,2007
31/12/2007,31,Monday,12,December,4,2,2007
01/01/2008,1,Tuesday,1,January,1,1,2008
02/01/2008,2,Wednesday,1,January,1,1,2008
03/01/2008,3,Thursday,1,January,1,1,2008
04/01/2008,4,Friday,1,January,1,1,2008
05/01/2008,5,Saturday,1,January,1,1,2008
06/01/2008,6,Sunday,1,January,1,1,2008
07/01/2008,7,Monday,1,January,1,1,2008
08/01/2008,8,Tuesday,1,January,1,1,2008
09/01/2008,9,Wednesday,1,January,1,1,2008
10/01/2008,10,Thursday,1,January,1,1,2008
11/01/2008,11,Friday,1,January,1,1,2008
12/01/2008,12,Saturday,1,January,1,1,2008
13/01/2008,13,Sunday,1,January,1,1,2008
14/01/2008,14,Monday,1,January,1,1,2008
15/01/2008,15,Tuesday,1,January,1,1,2008
16/01/2008,16,Wednesday,1,January,1,1,2008
17/01/2008,17,Thursday,1,January,1,1,2008
18/01/2008,18,Friday,1,January,1,1,2008
19/01/2008,19,Saturday,1,January,1,1,2008
20/01/2008,20,Sunday,1,January,1,1,2008
